diagnosis,admissions_count,los,los_avg
PLEURAL EFFUSION RIGHT/SDA,3.0,0.0,8.333333333333334
"PLEURAL EFFUSION, RIGHT/SDA",1.0,4.0,4.0
"PLEURAL EFFUSION,R/O MI",1.0,5.0,5.0
PLEURAL EFFUSION-CHEST PAIN,1.0,12.0,12.0
PLEURAL EFFUSION/SDA,1.6666666666666667,7.111111111111111,7.861111111111111
PLEURAL EFFUSION; AIRWAY TUMOR,1.0,2.0,2.0
PLEURAL EFFUSION;ELEV INR,1.0,8.0,8.0
PLEURAL EFFUSION;ELEVATED BILIRUBIN,2.0,6.0,4.5
PLEURAL EFFUSION;EMPYEMA,1.0,8.0,8.0
PLEURAL EFFUSION;HYPOTENSION,1.0,4.0,4.0
PLEURAL EFFUSION;HYPOXIA,2.3333333333333335,2.6666666666666665,8.833333333333334
PLEURAL EFFUSION;LEFT LOWER LOBE MASS,1.0,80.0,80.0
PLEURAL EFFUSION;MEDIASTINAL MASS,1.0,4.0,4.0
PLEURAL EFFUSION;METASTATIC RCC,1.0,5.0,5.0
PLEURAL EFFUSION;NONSUSTAINED VENTRICULAR TACHYCARDIA,2.0,8.0,8.5
PLEURAL EFFUSION;PERINEAL INFECTION,1.0,4.0,4.0
PLEURAL EFFUSION;PNEUMONIA,5.0,15.0,10.8
PLEURAL EFFUSION;PULMONARY EMBOLUS,1.0,10.0,10.0
PLEURAL EFFUSION;QUESTION OF EMPYEMA,1.0,31.0,31.0
PLEURAL EFFUSION;RENAL FAILURE,4.0,7.0,6.25
PLEURAL EFFUSION;RESPIRATORY FAIL,1.0,10.0,10.0
PLEURAL EFFUSION;SEPSIS,1.0,9.0,9.0
PLEURAL EFFUSION;SHORTNESS OF BREATH,1.0,6.0,6.0
PLEURAL EFFUSIONS,1.75,6.75,12.083333333333332
PLEURAL EFFUSIONS;LYMPHOCYTIC EFFUSSION\PLEUROSCOPY/PLEURODESIS WITH TALK,1.0,12.0,12.0
PLEURAL EFFUSION\CATH,1.0,24.0,24.0
PLEURAL EFFUSION\PLEUR-X CATHETER PLACEMENT; RIGHT,2.0,0.0,1.5
PLEURAL FLUID,6.0,13.0,10.666666666666666
PLEURAL HEMATOMA,1.0,4.0,4.0
PLEURISY,1.0,10.0,10.0
PLEURITIC CHEST PAIN,2.0,4.0,4.0
PLEURITIC RIGHT FLANK PAIN,3.0,4.0,11.0
PLEURO EFFUSION/SDA,1.0,17.0,17.0
PLURAL EFFUSION,1.0,10.0,10.0
PLURAL EFFUSION;ACUTE RENAL FAILURE;PNEUMONIA,2.0,1.0,2.5
PMEUMONIA,1.5,10.75,11.833333333333332
PMEUMONIA/SEPSIS,1.0,11.0,11.0
PMEUMONIA;CONGESTIVE HEART FAILURE,5.0,12.0,9.4
PMNEUMONIA;ACUTE RENAL FAILURE,1.0,7.0,7.0
PNA,4.0,53.0,38.25
PNA AND HEAD BLEED,1.0,10.0,10.0
PNA SEIZURE,2.0,12.0,7.0
"PNA, ACUTE RENAL FAILURE",1.0,35.0,35.0
"PNA, CHF",1.0,3.0,3.0
"PNA, RECTAL BLEEDING",1.0,14.0,14.0
"PNA, RENAL FAILURE, SEPSIS",4.0,11.0,11.5
"PNA, UTI, ANASARCA",4.0,48.0,22.5
"PNA,CHF",3.0,8.0,11.666666666666666
"PNA,LOW HCT, HYPOGLYCEMIA",2.0,7.0,5.0
"PNA,SEPSIS",1.0,2.6666666666666665,2.6666666666666665
"PNA,UTI",1.0,2.0,2.0
PNA/AFIB,1.0,14.0,14.0
PNA/ILI,1.0,14.0,14.0
PNA/RF,3.0,1.0,4.0
PNA/SEPSIS,1.5,1.0,3.25
PNA/THYROID STORM,1.0,3.0,3.0
PNA:TELEMETRY,6.0,7.0,8.5
PNA; FEVER,21.0,3.0,5.333333333333333
PNA;CHANGE IN MENTAL STATUS,1.0,75.0,75.0
PNA;TELEMETRY,2.0,18.0,21.5
PNAUMONIA,1.0,3.0,3.0
PNEMONIA,4.333333333333333,9.666666666666666,10.973684210526315
PNEMONIA/ALTERED MENTAL STATUS,1.0,9.0,9.0
PNEMOTHORAX,1.0,1.0,1.0
PNEMOTHORAX CHRONIC AIR LEAK,1.0,4.0,4.0
PNEUMATOSIS OF BOWEL,1.0,20.0,20.0
PNEUMNOIA,1.0,14.0,14.0
PNEUMO,1.0,3.0,3.0
PNEUMO FIBROSIS,1.0,11.0,11.0
PNEUMOCEPHALUS,1.0,4.0,4.0
PNEUMOCOCCIAL SEPSIS OF HAND AND FEET,1.0,21.0,21.0
PNEUMOCYSTIS PNEUMONIA,1.0,21.0,21.0
PNEUMOHYDROTHORAX,1.0,2.0,2.0
PNEUMOMEDIASTINUM,1.0,6.0,6.0
PNEUMOMEDIASTINUM;RHABDO;GASTROINTESTINAL BLEED,2.0,7.0,6.0
PNEUMOMIA,3.0,9.0,4.0
PNEUMONI,1.0,17.0,17.0
PNEUMONIA,2.636015325670498,9.23882503192848,9.337918616913436
PNEUMONIA E/EMPYEMA,1.0,10.0,10.0
PNEUMONIA HODGKINS DISEASE,1.0,12.0,12.0
PNEUMONIA R/O MI,2.0,6.0,4.0
PNEUMONIA VERSUS PULMONARY EMBOLUS,6.0,4.0,14.0
PNEUMONIA VS. INFLUENZA,1.0,25.0,25.0
PNEUMONIA',3.0,17.0,12.666666666666666
PNEUMONIA'PLEURAL EFFUSIONS,1.0,8.0,8.0
"PNEUMONIA, ACUTE RENAL FAILURE",3.0,30.0,12.333333333333334
"PNEUMONIA, COPD EXACERBATION",2.0,4.0,9.5
"PNEUMONIA, D.T'S",1.0,7.0,7.0
"PNEUMONIA, HIV",1.0,20.0,20.0
"PNEUMONIA, HYPERKALEMIA",1.0,6.0,6.0
"PNEUMONIA, HYPOTENSION",1.0,3.0,3.0
"PNEUMONIA, HYPOXIA, FEVER",3.0,5.0,5.0
"PNEUMONIA, R/O MI",2.0,8.5,10.5
"PNEUMONIA, RENAL FAILURE",1.0,1.0,1.0
"PNEUMONIA, RESPIRATORY FAILURE",1.0,9.0,9.0
"PNEUMONIA, SEPSIS",6.0,12.0,10.0
"PNEUMONIA,ACUTE RENAL FAILURE",1.0,17.0,17.0
"PNEUMONIA,AIRWAY OBSTRUCTION",3.0,13.0,33.666666666666664
"PNEUMONIA,ARRYTHMIA,R/O MI",1.0,2.0,2.0
"PNEUMONIA,BLADDER CARCINOMA",1.0,33.0,33.0
"PNEUMONIA,CHEST PAIN,RENAL FAILURE",3.0,12.0,9.333333333333334
"PNEUMONIA,CHF",2.0,8.666666666666666,8.25
"PNEUMONIA,COPD",12.0,0.0,5.25
"PNEUMONIA,DEHYDRATION,ANEMIA",1.0,8.0,8.0
"PNEUMONIA,FEVER",1.0,4.0,4.0
"PNEUMONIA,FEVER,S/P TRANSPLANT",7.0,22.0,11.714285714285714
"PNEUMONIA,HEMATASIS",1.0,5.0,5.0
"PNEUMONIA,HEPATITIS C",1.0,29.0,29.0
"PNEUMONIA,HOSPITAL VS COMMUNITY ACQUIRED",3.0,26.0,10.333333333333334
"PNEUMONIA,HYPONATREMIA",1.0,7.0,7.0
"PNEUMONIA,HYPOTENSION",6.5,8.5,11.125
"PNEUMONIA,HYPOTHERMIA",8.0,6.0,6.5
"PNEUMONIA,HYPOXIA",3.0,7.0,12.333333333333334
"PNEUMONIA,MULTIFOCAL",1.0,1.0,1.0
"PNEUMONIA,NEW ONSET ATRIAL FIBRILLATION",3.0,7.0,4.333333333333333
"PNEUMONIA,R/O MI",1.0,14.0,14.0
"PNEUMONIA,RESPIRATORY FAILURE",1.3333333333333333,9.333333333333334,11.833333333333334
"PNEUMONIA,RIGHT MIDDLE LOBE",1.0,4.0,4.0
"PNEUMONIA,RT PLEURAL EFFUSION",2.0,11.0,8.5
"PNEUMONIA,SEPSIS",3.6666666666666665,4.666666666666667,5.0
"PNEUMONIA,SEPSIS,HYPOTENSION",2.0,15.0,24.0
"PNEUMONIA,SICKLE CELL DIZZENESS",1.0,7.0,7.0
"PNEUMONIA,TACHYCARDIA",2.0,2.0,4.5
"PNEUMONIA,URINARY TRACT INFECTION",1.0,5.0,5.0
PNEUMONIA-? MULTIPLE MELANOMA,2.0,12.0,47.5
PNEUMONIA-ABDOMINAL PAIN,2.0,20.0,12.5
PNEUMONIA-ACUTE RENAL FAILURE-MENTAL STATUS CHANGES,19.0,12.0,12.842105263157896
PNEUMONIA-AFLUTTER-HYPERTENSION,1.0,6.0,6.0
PNEUMONIA-ALTERED MENTAL STATUS,1.0,4.0,4.0
PNEUMONIA-ANEMIA,1.0,12.0,12.0
PNEUMONIA-ASTHMA,1.0,5.0,5.0
PNEUMONIA-BOOP,2.0,17.0,90.5
PNEUMONIA-CONGESTIVE HEART FAILURE,3.0,22.0,20.333333333333332
PNEUMONIA-COPD,1.0,10.0,10.0
PNEUMONIA-COPD-CONGESTIVE HEART FAILURE,1.0,4.0,4.0
PNEUMONIA-FEVER-POST-OP,1.0,5.0,5.0
PNEUMONIA-GAIT,3.0,6.0,9.0
PNEUMONIA-HYPERGLYCENIA,3.0,14.0,13.0
PNEUMONIA-HYPOGLYCEMIA,2.0,1.0,3.0
PNEUMONIA-HYPOTENSION,2.0,4.0,5.0
PNEUMONIA-HYPOXIA,1.6666666666666667,12.0,11.0
PNEUMONIA-LT HIP FRACTURE-EMPHYSEMA,2.0,29.0,19.0
PNEUMONIA-NSTEMI,1.0,61.0,61.0
PNEUMONIA-R/O FLU,1.0,19.0,19.0
PNEUMONIA-R/O MYOCARDIAL INFARCTIOM,3.0,6.0,3.3333333333333335
PNEUMONIA-R/O MYOCARDIAL INFARCTION,2.5,2.5,4.0
PNEUMONIA-R/O TB,1.0,13.5,13.5
PNEUMONIA-RENAL FAILURE,4.0,4.5,4.166666666666666
PNEUMONIA-RESPIRATORY FAILURE,1.5,9.5,10.25
PNEUMONIA-S/P KIDNEY TRANSPLANT,1.0,10.0,10.0
PNEUMONIA-S/P LIVER TRANSPLANT,2.0,10.0,26.0
PNEUMONIA-SEPSIS,2.0,11.0,9.5
PNEUMONIA-UNSSTABLE ANGINA,1.0,62.0,62.0
PNEUMONIA-URINARY TRACT INFECTION,4.0,17.0,17.0
PNEUMONIA/ COPD,2.0,4.0,8.0
PNEUMONIA/ SEPSIS,2.0,15.0,12.0
PNEUMONIA/ANEMIA,4.0,12.0,8.25
PNEUMONIA/ASTHMA,1.0,4.0,4.0
PNEUMONIA/CONGESTIVE HEART FAILURE,1.0,36.0,36.0
PNEUMONIA/CONGESTIVE HEART FAILURE/NSTEMI,3.0,1.0,9.333333333333334
PNEUMONIA/COPD,4.0,3.0,5.25
PNEUMONIA/DEHYDRATION,5.0,23.0,10.6
PNEUMONIA/HYPOGLCEMIA/SYNCOPE,1.0,2.0,2.0
PNEUMONIA/HYPOTENSION,3.0,2.0,1.3333333333333333
PNEUMONIA/R/O FLU,4.0,15.0,4.25
PNEUMONIA/SEPSIS,1.0,10.0,10.0
PNEUMONIA/SEPSIS/RAPID AFIB,1.0,8.0,8.0
PNEUMONIA/URINARY TRACT INFECTION,2.0,9.0,14.5
PNEUMONIA; ACUTE RENAL FAILURE,1.0,6.0,6.0
PNEUMONIA; ACUTE RESPIRATORY DISTRESS SYNDROME,2.0,34.0,23.5
PNEUMONIA; AMS; THROMBOCYTOPENIA,1.0,4.0,4.0
PNEUMONIA; CELLULITIS,4.0,2.0,7.25
PNEUMONIA; CELLULITIS; ? SEIZURES,1.0,13.0,13.0
PNEUMONIA; CELLULITIS; DVT,1.0,30.0,30.0
PNEUMONIA; CHF,1.0,8.0,8.0
PNEUMONIA; COPD,12.0,5.0,5.25
PNEUMONIA; HEART FAILURE,1.0,20.0,20.0
PNEUMONIA; HIV,3.0,15.0,16.666666666666668
PNEUMONIA; POST RESPIRATORY ARREST,1.0,0.0,0.0
PNEUMONIA; R/O MI,2.0,28.0,16.0
PNEUMONIA; RENAL FAILURE,2.0,12.0,11.0
PNEUMONIA; RESPIRATORY FAILURE,2.0,1.5,4.333333333333333
PNEUMONIA; SEIZURE,2.0,18.0,10.0
PNEUMONIA; SEPSIS,1.0,8.5,8.5
PNEUMONIA; SEPSIS; POSSIBLE CHF,1.0,21.0,21.0
PNEUMONIA; UTI,4.0,15.0,6.5
PNEUMONIA;(AML) ACUTE MYELOGENOUS LEUKEMIA,1.0,3.0,3.0
PNEUMONIA;? CHF,5.5,4.0,6.05
PNEUMONIA;?PULMONARY EMOBULIS,1.0,17.0,17.0
PNEUMONIA;A-FIB,1.0,4.0,4.0
PNEUMONIA;ABDOMINAL DISTENTION,2.0,5.0,3.5
PNEUMONIA;ACUTE RENAL FAILURE,2.6,11.2,11.45
PNEUMONIA;AIRWAY OBSTRUCTION,4.0,10.0,11.25
PNEUMONIA;ALS,1.0,8.0,8.0
PNEUMONIA;ALTERED MENTAL STATUS,2.0,4.0,4.0
PNEUMONIA;ALTERED MENTAL STATUS; AFIB;RVR,3.0,16.0,9.333333333333334
PNEUMONIA;ANEMIA,3.0,8.0,6.0
PNEUMONIA;ARDS,1.0,2.0,2.0
PNEUMONIA;ATRIAL FIBRILLATION,1.0,1.0,1.0
PNEUMONIA;ATRIAL FIBRILLATION;TELEMETRY,2.0,2.0,13.0
PNEUMONIA;ATRIAL FIBRILLATION;TELEMETRY;RESP FAILURE,1.0,20.0,20.0
PNEUMONIA;ATRIAL FIBRILLATION;TELEMETRY;RVR,2.0,35.0,24.5
PNEUMONIA;ATRIAL FLUTTER,1.0,3.0,3.0
PNEUMONIA;BACK PAIN,1.0,9.0,9.0
PNEUMONIA;BRONCHIECTASIS,1.0,3.0,3.0
PNEUMONIA;C-DIFF,1.0,4.0,4.0
PNEUMONIA;CARDIOGENIC SHOCK,1.0,9.0,9.0
PNEUMONIA;CELLULITIS,1.0,6.0,6.0
PNEUMONIA;CELLULITS,5.0,7.0,9.0
PNEUMONIA;CEREBELLUM LESION,4.0,76.0,33.75
PNEUMONIA;CHANGE IN MENTAL STATUS;TELEMETRY;,5.0,25.0,9.2
PNEUMONIA;CHEST PAIN,3.0,8.333333333333334,8.488888888888889
PNEUMONIA;CHEST PAIN;TELEMETRY,1.0,10.0,10.0
PNEUMONIA;CHOLECYSTITIS,2.0,2.0,3.5
PNEUMONIA;CHRONIC OBST PULM DISEASE,2.5,11.125,10.114583333333332
PNEUMONIA;CHRONIC OBST PULM DISEASE;HYPERTENSION,1.0,17.0,17.0
PNEUMONIA;CHRONIC OBST PULM DISEASE;RESPIRATORY FAILURE,2.0,25.0,19.0
PNEUMONIA;CONGESTIVE HEART FAILURE,1.6666666666666667,10.933333333333334,10.761111111111111
PNEUMONIA;CONGESTIVE HEART FAILURE;ATRIAL FIBRILLATION,1.0,3.0,3.0
PNEUMONIA;COPD EXACERBATION,1.0,8.0,8.0
PNEUMONIA;COPD EXACERVATIOON,5.0,9.0,5.8
PNEUMONIA;COUGH,2.0,8.0,16.5
PNEUMONIA;DEEP VEIN THROMBOSIS;ACUTE RENAL FAILURE,1.0,15.0,15.0
PNEUMONIA;DEEP VEIN THROMBOSIS;PULMONARY EMBOLIS,1.0,44.0,44.0
PNEUMONIA;DEHYDRATION,2.0,11.0,13.0
PNEUMONIA;DELIRIUM;HYPERCALCEMIA,1.0,29.0,29.0
PNEUMONIA;DIABETIC KETOACIDOSIS,4.75,9.5,6.94375
PNEUMONIA;DYSPHAGIA,1.0,3.0,3.0
PNEUMONIA;EFFUSION,2.0,6.5,7.333333333333334
PNEUMONIA;EFFUSION;DELIRUM;SUICIDAL IDEATION,4.0,13.0,4.0
PNEUMONIA;ELEVATED TROPONIN,3.0,5.0,3.3333333333333335
PNEUMONIA;EMPYEMA,4.0,6.0,7.928571428571429
PNEUMONIA;FEVER;TACHYCARDIA,2.0,6.0,2.5
PNEUMONIA;FLUID OVERLOAD,6.0,12.0,12.5
PNEUMONIA;GASTROINTESTINAL BLEED,1.0,20.0,20.0
PNEUMONIA;GI BLEED,2.0,31.0,16.5
PNEUMONIA;HEART FAILURE,1.5,4.0,6.0
PNEUMONIA;HEART MURMUR,1.0,10.0,10.0
PNEUMONIA;HEMOPTYSIS,2.2,11.2,12.083333333333332
PNEUMONIA;HIP DISLOCATION,3.0,5.0,7.333333333333333
PNEUMONIA;HUMAN IMMUNODEFIENCY VIRUS;RULE OUT TUBERCULOSIS,2.0,13.0,8.5
PNEUMONIA;HYPERTENSION;DEPRESSION,1.0,26.0,26.0
PNEUMONIA;HYPOGLYCEMIA;GASTROINTESTINAL BLEED;SYNCOPE;TELEMETRY,1.0,2.0,2.0
PNEUMONIA;HYPOTENSION,1.8571428571428572,6.142857142857143,6.042857142857143
PNEUMONIA;HYPOTHERMIA,2.0,14.0,9.0
PNEUMONIA;HYPOXIA,2.0,13.2,12.5
PNEUMONIA;INFLUENZA,1.0,7.0,7.0
PNEUMONIA;ISCHEMIC LEG,1.0,11.0,11.0
PNEUMONIA;LEFT EMPYEMA\ THORACOSCOPY VIDEO ASSISTED; DECORTICATION LEFT,1.0,27.0,27.0
PNEUMONIA;LINE INFECTION,1.0,6.0,6.0
PNEUMONIA;LIVER FAILURE,1.0,3.0,3.0
PNEUMONIA;LIVER FAILURE;RENAL FAILURE,1.0,8.0,8.0
PNEUMONIA;LUNG CA,2.0,9.0,7.5
PNEUMONIA;MASS,1.0,24.0,24.0
PNEUMONIA;MENTAL STATUS CHANGE,1.0,7.0,7.0
PNEUMONIA;MENTAL STATUS CHANGES,1.5,9.0,16.75
PNEUMONIA;METHICILLIN RESISTANT STAPH AUREUS,4.5,12.5,12.0
PNEUMONIA;MI,1.0,1.0,1.0
PNEUMONIA;MRSA,3.0,11.0,5.666666666666667
PNEUMONIA;MYOCARDIAL INFARCT,2.0,20.0,15.0
PNEUMONIA;NECROTIC RIGHT FOOT,1.0,24.0,24.0
PNEUMONIA;NSTEMI;SEPSIS,1.0,8.0,8.0
PNEUMONIA;OVERDOSE,1.0,2.0,2.0
PNEUMONIA;PACE MAKER REPLACEMENT,2.0,12.0,9.5
PNEUMONIA;PANCREATIC MASS,1.0,4.0,4.0
PNEUMONIA;PHARYNGEAL EDEMA,3.0,7.0,8.333333333333334
PNEUMONIA;PLEURAL EFFUSION,2.25,5.0,8.05
PNEUMONIA;POLYSUBSTANCE ABUSE,1.0,5.0,5.0
PNEUMONIA;PROBABLE PCP,1.0,25.0,25.0
PNEUMONIA;PULMONARY EMBOLIS,1.0,13.0,13.0
PNEUMONIA;PULMONARY EMBOLUS,1.0,0.0,0.0
PNEUMONIA;R/O CAUDA EQUINA,1.0,1.0,1.0
PNEUMONIA;R/O TB,1.0,10.0,10.0
PNEUMONIA;RAF,3.0,23.0,16.666666666666668
PNEUMONIA;RAPID AF;HYPOXIA,3.0,10.0,16.666666666666668
PNEUMONIA;RAPID AFIB,2.0,7.0,8.5
PNEUMONIA;RENAL FAILURE,2.25,8.5,10.275
PNEUMONIA;RESPIRATORY DISTRESS,1.5,3.5,5.0
PNEUMONIA;RESPIRATORY FAILURE,2.2,12.6,12.620000000000001
PNEUMONIA;RESPIRATORY FAILURE;TRACHEAL BRONCHIAL MALACIA,1.0,9.0,9.0
PNEUMONIA;RHABDOMYLOSIS,1.0,43.0,43.0
PNEUMONIA;RULE OUT MYOCARDIAL INFARCTION,2.0,7.0,4.5
PNEUMONIA;RULE-OUT INFLUENZA,6.0,28.0,15.666666666666666
PNEUMONIA;S/P CARDIAC ARREST,1.0,0.0,0.0
PNEUMONIA;S/P LIVER TRANSPLANT,3.0,6.0,13.0
PNEUMONIA;S/P LIVER TRANSPLANT;DEHYDRATION,3.0,14.0,13.0
PNEUMONIA;S/P RENAL TRANSPLANT,1.0,13.0,13.0
PNEUMONIA;SEIZURE;FALL,1.0,8.0,8.0
PNEUMONIA;SEPSIS,1.736842105263158,8.31578947368421,9.471052631578948
PNEUMONIA;SEPSIS;TELEMETRY,10.0,23.0,7.1
PNEUMONIA;SEPTIC ARTHRITIS;ACUTE LEUKEMIA,2.0,52.0,29.5
PNEUMONIA;SEVERE AORTIC STENOSIS,2.0,11.0,9.5
PNEUMONIA;SHORTNESS OF BREATH,7.0,3.0,7.714285714285714
PNEUMONIA;SHOULDER PAIN,1.0,11.0,11.0
PNEUMONIA;TACHYCARDIA;TELEMETRY,1.0,14.0,14.0
PNEUMONIA;TELEMETRY,2.5681818181818183,10.613636363636363,11.193975468975468
PNEUMONIA;TELEMETRY;METHICILLIN RESISTANT STAPH AUREUS;VANCOMYCIN RESISTANT ENTEROCOCCUS,2.0,29.0,25.5
PNEUMONIA;TRACHEOMALACIA,1.0,2.0,2.0
PNEUMONIA;TRANSAMINITIS,1.0,4.0,4.0
PNEUMONIA;TROPONIN LEAK,2.0,11.0,13.0
PNEUMONIA;URINARY TRACT INFECTION,2.142857142857143,3.857142857142857,7.357142857142857
PNEUMONIA;URINARY TRACT INFECTION;AKI,5.0,5.0,3.4
PNEUMONIA;URINARY TRACT INFECTION;DEHYDRATION,1.0,2.0,2.0
PNEUMONIA;URINARY TRACT INFECTION;HYPOTENSION,1.0,3.0,3.0
PNEUMONIA;URINARY TRACT INFECTION;RULE-OUT MYOCARDIAL INFARCTION,1.0,10.0,10.0
PNEUMONIA;URINARY TRACT INFECTION;SACRAL DECUB,4.0,4.0,12.0
PNEUMONIA;UROSEPSIS,6.0,9.0,14.0
PNEUMONIA;VANCOMYCIN RESISTANT ENTEROCOCCUS,2.0,6.0,22.0
PNEUMONIA;VANCOMYCIN RESISTANT ENTEROCOCCUS;RULE OUT TUBERCULOSIS,7.0,16.0,11.714285714285714
PNEUMONIA;VOLUME OVERLOAD,9.0,14.0,11.666666666666666
PNEUMONIA;ZOSTER RASH,1.0,18.0,18.0
"PNEUMONIN, R/O MI",4.0,16.0,17.75
PNEUMONNIA;? LUNG ABSCESS;ADULT RESPIRATORY DISTRESS SYNDROME,1.0,6.0,6.0
PNEUMOPERITONEM,1.0,6.0,6.0
PNEUMOPERITONEUM,2.5,8.5,8.541666666666666
PNEUMOPERTONEUM,1.0,8.0,8.0
PNEUMOSEPSIS,3.0,4.0,13.066666666666668
PNEUMOTHORAX,1.6538461538461537,7.384615384615385,6.653846153846154
"PNEUMOTHORAX,INTRACRANIAL HEMORRHAGE",1.0,17.0,17.0
PNEUMOTHORAX-FRACTURED RIBS,1.0,19.0,19.0
PNEUMOTHORAX-S/P TRACTOR ACCIDENT,1.0,4.0,4.0
PNEUMOTHORAX/CLAVICLE & PELVIC FRACTURE,1.0,17.0,17.0
PNEUMOTHORAX/RIB FRACTURES,1.0,3.0,3.0
PNEUMOTHORAX; HYDROTHORAX,3.0,29.0,35.0
PNEUMOTHORAX; PULMONARY CONTUSION,1.0,5.0,5.0
PNEUMOTHORAX;ACETABULAR FRACTURE,1.0,7.0,7.0
PNEUMOTHORAX;CHEST WOUND,1.0,1.0,1.0
PNEUMOTHORAX;FACIAL FX,1.0,12.0,12.0
PNEUMOTHORAX;FEVER;PNEUMONIA,1.0,4.0,4.0
PNEUMOTHORAX;FRACTURES,1.0,7.0,7.0
PNEUMOTHORAX;HEMOTHORAX;MCC,2.0,4.0,5.0
PNEUMOTHORAX;HIATAL HERNIA,2.0,38.0,25.5
PNEUMOTHORAX;HYPOTENSION,1.0,10.0,10.0
PNEUMOTHORAX;MYASTHENIA GRAVIS,3.0,0.0,12.666666666666666
PNEUMOTHORAX;PEA ARREST,1.0,0.0,0.0
PNEUMOTHORAX;SYCOPE;C SPINE FRACTURE,1.0,4.0,4.0
PNEUMOTOSIS,1.0,5.0,5.0
PNEUOSEPSIS;HEART FAILURE,5.0,9.0,8.2
PNUEMOCOCCAL PNEUMONIA; ARDS,1.0,51.0,51.0
POCKET INFECTION\PARTIAL LEAD EXTRACTION **REMOTE WEST**/SDA,2.0,12.0,10.0
POLTRAUMA,1.0,18.0,18.0
POLY OVERDOSE,1.0,6.0,6.0
POLY SUBSTANCE ABUSE,2.0,2.0,2.0
"POLY SUBSTANCE ABUSE,DT",1.0,6.0,6.0
POLY SUBSTANCE INTOXICA,1.0,5.0,5.0
POLY SUBSTANCE OD,2.0,10.0,10.5
POLY SUBSTANCE OVERDOSE,1.0,4.0,4.0
POLY TRAUMA,1.0,12.285714285714286,12.285714285714286
POLY-TRAUMA,1.0,3.0,3.0
POLYCHONDRITIS WITH AIRWAY MANISFESTATION\ STERNATOMY CARDIOPULMONARY; BYPASS; ANTERIOR TRACHEAL SPLITTING; TY STENT PLACEMENT; LAPAROTOMY/SDA,1.0,6.0,6.0
POLYCHONDRITIS;AIRWAY OBSTRUCTION,1.0,6.0,6.0
POLYCYSTIC KIDNEY DISEASE/SDA,3.0,12.5,12.125
POLYCYTHEMIA,2.5,20.5,26.75
POLYMORPHIC V TACH\CATH,1.0,9.0,9.0
POLYMORPHIC VENTRICULAR TACHYCARDIA\CARDIAC CATH,1.0,1.0,1.0
POLYNEUROPATHY;FEVER,1.0,2.0,2.0
POLYP ADENOMATOUS/SDA,1.0,17.0,17.0
POLYPHARMACY OVERDOSE,1.0,1.0,1.0
POLYSUBSTANCE AABUSE,1.0,3.0,3.0
POLYSUBSTANCE ABOUSE;SEIZURE,1.0,3.0,3.0
POLYSUBSTANCE INGESTION,1.0,2.0,2.0
POLYSUBSTANCE OD,1.3333333333333333,3.5,3.611111111111111
POLYSUBSTANCE OVERDOSE,1.2,2.3,2.1
POLYSUBSTNACE ABUSE;FOUND DOWN,1.0,1.0,1.0
POLYSUBTANCE OVERDOSE,6.0,3.0,7.0
POLYTAUMA,1.0,14.0,14.0
POLYTRAUMA,1.1304347826086956,7.021739130434782,6.742753623188406
POLYTRAUMA S/P FALL,1.0,28.0,28.0
POLYTRAUMA S/P MVC,1.0,6.0,6.0
POLYTRAUMA-FACIAL TRAUMA,5.0,17.0,10.2
POLYTRAUMA-SUBDURAL HEMORRHAGE-FACIAL FRACTURES,1.0,28.0,28.0
POLYTRAUMA;TELEMETRY,1.0,1.0,1.0
PONS HEMORRHAGE,1.0,10.0,10.0
PONTINE BLEED,1.25,1.5,1.25
PONTINE HEMORRAGE,1.0,6.0,6.0
PONTINE HEMORRHAGE,1.0,26.0,26.0
PONTINE STROKE,1.0,4.0,4.0
POPLITEAL ANEURYSM LEFT/SDA,3.0,13.0,8.333333333333334
"POPLITEAL ANEURYSM, RIGHT/SDA",3.0,0.0,6.0
POPLITEAL ARTERY ANEURY SM,1.0,13.0,13.0
POPLITEAL INJURY,2.0,5.0,4.0
POPLITEAL TRANSECTION,1.0,15.0,15.0
PORCELAIN GALLBLADDER/SDA,5.0,6.0,6.8
PORT INFECTION,1.0,22.0,22.0
PORTA CATH OBSTRUCTION,1.0,2.0,2.0
PORTAL HTN,1.0,2.0,2.0
PORTAL HYPERTENSION,1.0,18.0,18.0
PORTAL HYPERTENSION W/ ASCITES/SDA,1.0,4.0,4.0
PORTAL HYPERTENSION/SDA,1.0,5.0,5.0
PORTAL HYPERTENSION;VARICEAL BLEED,2.0,8.0,8.5
PORTAL VEIN CLOT,2.0,4.0,5.5
PORTAL VEIN OCCLUSION,1.0,11.0,11.0
PORTAL VEIN THROMBOSIS,1.25,11.75,10.875
PORTAL VEIN THROMBOSIS/S/P LIVER TX,2.0,5.0,5.5
PORTAL VEIN THROMBUS,1.5,10.25,14.625
POSITIVE BLOOD CULTURE,4.0,2.0,3.75
POSITIVE BLOOD CULTURE;BACTEREMIA,5.0,9.0,14.4
POSITIVE BLOOD CULTURES,2.0,2.0,2.75
POSITIVE ETT\CATH,1.0,15.0,15.0
POSITIVE EXERCISE TOLERANCE TEST\LEFT HEART CATHETERIZATION,2.0,5.0,3.0
POSITIVE STRESS TEST,1.4,8.6,8.6
POSSIBLE CEREBROVASCULAR ACCIDENT,9.0,24.0,14.333333333333334
POSSIBLE CROHN'S FLARE,2.0,19.0,14.0
